imdbid,title,id,year,rating
0077631,Grease,753,1978,3
0077402,Dawn of the Dead,1503,1978,0
0078503,Within the Woods,5198,1978,3
0077288,La cage aux folles,4111,1978,2
0078509,A Woman Called Moses,3391,1978,3
0077928,Midnight Express,3419,1978,0
0077713,I Spit on Your Grave,4905,1978,0
0077394,Damien: Omen II,1284,1978,2
0078504,"Wiz, The",5331,1978,3
0193524,"Star Wars Holiday Special, The",1047,1978,1
0306646,Ringing Bell (Chirin no Suzu),4721,1978,0
0076584,Quel maledetto treno blindato,405,1978,0
0077189,Avalanche,2584,1978,2
0078259,"Shout, The",1200,1978,0
0077215,Battlestar Galactica,5548,1978,3
0077578,Foul Play,6406,1978,3
0077975,Animal House,303,1978,2
0077413,Death on the Nile,2965,1978,3
0077269,"Boys from Brazil, The",6695,1978,1
0077766,Jaws 2,7223,1978,2
0077711,H&ouml;stsonaten,515,1978,3
0078480,Watership Down,2282,1978,1
0079116,Escape from Alcatraz,3420,1979,0
0079574,Moonraker,3504,1979,1
0078875,Die Blechtrommel,1020,1979,3
0080120,"Warriors, The",695,1979,1
0078767,"Amityville Horror, The",4687,1979,3
0079641,Nosferatu the Vampyre,2496,1979,0
0079501,Mad Max,6290,1979,3
0078869,"Black Hole, The",7233,1979,0
0078966,"China Syndrome, The",2284,1979,3
0080025,Time After Time,5234,1979,2
0079945,Star Trek: The Motion Picture,1300,1979,1
0078748,Alien,13,1979,3
0079336,"In-Laws, The",2187,1979,3
0078788,Apocalypse Now,2227,1979,0
0079714,Phantasm,7092,1979,1
0079417,Kramer vs. Kramer,7645,1979,1
0079367,"Jerk, The",2327,1979,1
0078778,Angels&#39; Brigade,5708,1979,3
0079813,Rock &#39;n&#39; Roll High School,4741,1979,3
0079470,Life of Brian,787,1979,3
0078843,"Bell Jar, The",6280,1979,3
0079817,Rocky II,6870,1979,1
0079261,Hair,7636,1979,3
0078754,All That Jazz,1222,1979,2
0079766,Quadrophenia,4599,1979,1
0078841,Being There,1699,1979,2
0079095,"Marriage of Maria Braun, The",1766,1979,3
0079540,Meatballs,5415,1979,3
0079522,Manhattan,403,1979,1
0079944,Stalker,3667,1979,1
0077707,L&#39;hypothese du tableau vole,4766,1979,0
0079596,My Brilliant Career,4797,1979,3
0079180,"Frisco Kid, The",846,1979,1
0080455,"Blues Brothers, The",208,1980,1
0080711,Fade to Black,2377,1980,3
0080549,Coal Miner&#39;s Daughter,5681,1980,3
0080377,Any Which Way You Can,2068,1980,1
0081060,Little Darlings,2799,1980,3
0080749,"Fog, The",2484,1980,3
0076582,Loose Shoes,1882,1980,1
0080931,Nightmare City,7389,1980,3
0080736,"Final Countdown, The",7401,1980,0
0080453,"Blue Lagoon, The",6395,1980,0
0081237,"Ninth Configuration, The",6877,1980,0
0080339,Airplane!,873,1980,3
0080569,Cruising,3427,1980,0
0080761,Friday the 13th,4569,1980,3
0081573,Superman II,4282,1980,3
0081616,La terrazza,1472,1980,3
0081249,"Nude Bomb, The",1845,1980,1
0081283,Ordinary People,7192,1980,2
0080319,Nine to Five,863,1980,3
0078935,Cannibal Holocaust,2278,1980,1
0080388,Atlantic City,1223,1980,3
0081505,"Shining, The",930,1980,2
0080855,Heaven&#39;s Gate,4960,1980,0
0079579,Moskva slezam ne verit,684,1980,3
0080716,Fame,360,1980,3
0081398,Raging Bull,1437,1980,1
0081375,Private Benjamin,2883,1980,3
0081323,"Pepi, Luci, Bom and Other Girls Like Mom",3673,1980,3
0080421,Battle Beyond the Stars,7307,1980,2
0080745,Flash Gordon,3858,1980,3
0081534,Somewhere in Time,3873,1980,2
0080684,Star Wars: Episode V - The Empire Strikes Back,670,1980,0
0080492,Can&#39;t Stop the Music,3962,1980,3
0081414,Resurrection,2142,1980,1
0081777,Xanadu,3254,1980,3
0083137,Der subjektive Faktor,6240,1981,3
0082719,"Marva Collins Story, The",6630,1981,1
0082085,Blow Out,6865,1981,3
0082158,Chariots of Fire,6507,1981,1
0082783,My Dinner With Andre,874,1981,0
0082533,"Howling, The",5378,1981,3
0083907,"Evil Dead, The",3918,1981,1
0082089,Body Heat,3549,1981,2
0082340,Escape from New York,1427,1981,0
0082517,History of the World: Part I,1081,1981,1
0082509,Heavy Metal,3231,1981,1
0082186,Clash of the Titans,744,1981,3
0082640,Lady Chatterley&#39;s Lover,2533,1981,3
0082766,Mommy Dearest,3641,1981,3
0083111,Southern Comfort,1197,1981,0
0082307,...E tu vivrai nel terrore! L&#39;aldila (The Beyond),7221,1981,3
0082979,Reds,2667,1981,3
0082677,Looker,4561,1981,1
0082776,Ms. 45,972,1981,3
0082869,Outland,2753,1981,1
0082495,Halloween II,4708,1981,3
0082498,Happy Birthday to Me,7362,1981,3
0083067,Shock Treatment,7732,1981,1
0082424,La fuga de Segovia,7477,1981,0
0082418,Friday the 13th Part 2,4572,1981,2
0084090,Horror Planet,5338,1981,3
0082926,Polyester,2062,1981,3
0082971,Raiders of the Lost Ark,340,1981,0
0082176,Christiane F. - Wir Kinder vom Bahnhof Zoo,3976,1981,3
0082096,Das Boot,2143,1981,0
0082288,Dragonslayer,6944,1981,1
0082714,Il marchese del Grillo,6245,1981,3
0082398,For Your Eyes Only,5955,1981,3
0082477,Gregory&#39;s Girl,6496,1981,3
0082992,Rich and Famous,1568,1981,3
0082370,"Woman Next Door, The",1646,1981,3
0081633,Time Bandits,2697,1981,1
0083131,Stripes,5325,1981,2
0082484,Quest for Fire,2053,1981,1
0083248,Umrao Jaan,1707,1981,3
0082474,"Great Muppet Caper, The",2073,1981,3
0082010,An American Werewolf in London,2873,1981,2
0082894,Pennies from Heaven,4009,1981,1
0082406,"Fox and the Hound, The",1124,1981,2
4238858,"Fits, The",7348,1982,1
0084745,Swamp Thing,7199,1982,2
0083929,Fast Times at Ridgemont High,1934,1982,2
0083866,E.T.: The Extra-Terrestrial,1645,1982,3
0083922,Fanny and Alexander,3078,1982,2
0083658,Blade Runner,234,1982,1
0083722,Cat People,2770,1982,3
0083833,Diner,4406,1982,1
0084234,"Last American Virgin, The",6115,1982,3
0083967,Frances,4844,1982,3
0083642,"Best Little Whorehouse in Texas, The",4124,1982,3
0083972,Friday the 13th Part III,4573,1982,3
0084707,Sophie&#39;s Choice,1003,1982,3
0083511,48 Hrs.,5355,1982,2
0083791,"Dark Crystal, The",1035,1982,1
0083959,Forbidden World,3618,1982,3
0084787,"Thing, The",1861,1982,0
0084649,"Secret of NIMH, The",1510,1982,3
0083806,Deathtrap,1881,1982,3
0085809,Koyaanisqatsi,4079,1982,0
0084698,Smithereens,2251,1982,3
0083944,First Blood,3342,1982,0
0084855,"Verdict, The",6704,1982,1
0084725,"State of Things, The",7107,1982,3
0084503,Pink Floyd The Wall,6068,1982,0
0083942,Finye (The Wind),6497,1982,3
0084602,Rocky III,6871,1982,0
0084434,An Officer and a Gentleman,7244,1982,3
0084726,Star Trek: The Wrath of Khan,896,1982,3
0084021,Grease 2,3034,1982,3
0084516,Poltergeist,4544,1982,3
0083762,Countryman,4564,1982,0
0082045,Banana Joe,4584,1982,0
0085852,Liquid Sky,1696,1982,3
0084827,TRON,1002,1982,0
0084481,Godard&#39;s Passion,3946,1982,3
0084805,Tootsie,2874,1982,1
0085794,"King of Comedy, The",1896,1982,1
0083564,Annie,851,1982,3
0083629,"Beast Within, The",7345,1982,1
0082748,Mil gritos tiene la noche [Pieces],7414,1982,1
0084777,Tenebre,7175,1982,2
0084335,Missing,7557,1982,3
0084237,"Last Unicorn, The",1226,1982,3
0083745,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",2298,1982,3
0084589,Le Retour de Martin Guerre,231,1982,3
0084695,"Slumber Party Massacre, The",3105,1982,3
0084522,Porky&#39;s,4005,1982,2
0082198,Conan the Barbarian,407,1982,1
0082639,"Ladies and Gentlemen, the Fabulous Stains",821,1982,3
0083851,"Draughtsman&#39;s Contract, The",2241,1982,2
0085382,Cujo,7750,1983,3
0085959,"Meaning of Life , The",6439,1983,1
0086619,Yentl,7587,1983,3
0085496,Dark Habits,3376,1983,3
0085859,Local Hero,3519,1983,1
0085894,"Man With Two Brains, The",4622,1983,1
0086393,Superman III,4283,1983,3
0085478,Educating Rita,1105,1983,3
0086618,Yellowbeard,1822,1983,1
0086312,Silkwood,442,1983,3
0085933,Merry Christmas Mr Lawrence,5945,1983,0
0086066,"Outsiders, The",7563,1983,2
0085601,Go for It,4585,1983,0
0086541,Videodrome,3892,1983,2
0085701,"Hunger, The",1785,1983,3
0084390,"Ballad of Narayama, The",1793,1983,3
0085549,Flashdance,3972,1983,3
0085267,Born in Flames,3644,1983,3
0085334,A Christmas Story,5473,1983,1
0085276,Breathless,2255,1983,0
0086034,Octopussy,6313,1983,2
0085936,Mickey&#39;s Christmas Carol,6127,1983,1
0085672,Hercules,5257,1983,3
0086216,Rumble Fish,2387,1983,2
0086190,Star Wars: Episode VI - Return of the Jedi,671,1983,1
0086567,WarGames,3685,1983,1
0085482,El Norte,2599,1983,3
0086425,Terms of Endearment,4449,1983,3
0086543,"4th Man, The",6791,1983,1
0086104,El pico,7531,1983,1
0085811,Krull,6126,1983,1
0085750,Jaws 3-D,7243,1983,3
0084358,Mortelle randonn&eacute;e,7247,1983,3
0086465,Trading Places,1667,1983,1
0086250,Scarface,5321,1983,1
0085407,"Dead Zone, The",5427,1983,1
0085838,Lianna,3672,1983,3
0224005,Los renglones torcidos de Dios,4771,1983,3
0085333,Christine,455,1983,1
0086425,Terms of Endearment,4448,1983,1
0087910,"Philadelphia Experiment, The",7402,1984,1
0087913,El pico 2,7530,1984,1
0086992,"Bostonians, The",514,1984,3
0088075,Secret Places,5255,1984,3
0087544,Kaze no tani no Naushika,570,1984,3
0087957,Purple Rain,4193,1984,3
0087951,Protocol,4590,1984,3
0089838,A Private Function,3868,1984,3
0087755,"Muppets Take Manhattan, The",4634,1984,3
0087469,Indiana Jones and the Temple of Doom,1048,1984,0
0087363,Gremlins,406,1984,1
0087050,Children of the Corn,5879,1984,3
0088172,Starman,5796,1984,0
0087507,Johnny Dangerously,6523,1984,3
0088128,Sixteen Candles,1296,1984,3
0088170,Star Trek III: The Search for Spock,1304,1984,1
0086879,Amadeus,613,1984,3
0087814,Non ci resta che piangere,4589,1984,1
0086739,"Jewel in the Crown, The",2765,1984,3
0087597,"Last Starfighter, The",4633,1984,3
0086984,Body Double,5040,1984,2
0086904,Another Country,5761,1984,0
0088247,"Terminator, The",1418,1984,3
0087538,"Karate Kid, The",1430,1984,3
0086856,"Adventures of Buckaroo Banzai Across the 8th Dimension, The",743,1984,3
0087644,Love Streams,2866,1984,3
0087892,A Passage to India,4725,1984,3
0088258,This Is Spinal Tap,1536,1984,1
0135033,Poison for the Fairies,4087,1984,3
0087843,Once Upon A Time In America,6293,1984,1
0086927,Bachelor Party,6309,1984,3
0086955,Best Defense,7404,1984,2
0086896,Angel,7492,1984,3
0090192,Trancers,6072,1984,1
0087981,Razorback,7532,1984,1
0088461,What Have I Done to Deserve This?,1582,1984,3
0087332,Ghostbusters,376,1984,1
0087078,Conan the Destroyer,413,1984,3
0086960,Beverly Hills Cop,1848,1984,0
0087781,"Natural, The",4053,1984,1
0086973,Blame It on Rio,3357,1984,3
0088040,Los santos inocentes,7391,1984,3
0087451,"Ice Pirates, The",7403,1984,2
0088117,"Silent Night, Deadly Night",6703,1984,3
0087344,Godzilla 1985,6529,1984,0
0088323,"Neverending Story, The",4157,1984,1
0087928,Police Academy,575,1984,3
0087800,A nightmare on Elm Street,4182,1984,3
0088206,Supergirl,2000,1984,3
0087799,Night of the Comet,3489,1984,3
0088146,A Soldier&#39;s Story,2742,1984,0
0088161,Splash,3885,1984,1
0086837,2010,4623,1984,1
0086979,Blood Simple.,5731,1984,1
0088000,Revenge of the Nerds,5751,1984,1
0088286,Top Secret!,4668,1984,0
0087995,Repo Man,4355,1984,2
0087298,Friday the 13th Part IV: The Final Chapter,5154,1984,3
0087884,"Paris, Texas",813,1984,1
0087182,Dune,1534,1984,3
0089869,"Quiet Earth, The",6730,1985,0
0089052,Dreamchild,6853,1985,3
0089755,Out of Africa,6155,1985,3
0089173,Friday the 13th: A New Beginning,5563,1985,3
0090110,Sweet Dreams,3741,1985,3
0090065,Starchaser: The Legend of Orin,3416,1985,1
0087909,Phenomena,4893,1985,3
0089457,Ladyhawke,1269,1985,0
0088847,"Breakfast Club, The",203,1985,3
0088771,Barbarian Queen,4550,1985,3
0089017,Desperately Seeking Susan,1654,1985,3
0088683,Agnes of God,602,1985,3
0088680,After Hours,3872,1985,2
0089393,Just One of the Guys,402,1985,3
0089908,Return to Oz,2894,1985,3
0089015,Desert Hearts,3666,1985,3
0089748,Otac na sluzbenom putu,486,1985,3
0090310,Wetherby,2613,1985,3
0199849,Ninja Terminator,7703,1985,2
0090264,A View to a Kill,6314,1985,1
0089153,Flesh+Blood,7173,1985,3
0089927,Rocky IV,6873,1985,2
0208502,Angel&#39;s Egg,6902,1985,0
0089218,"Goonies, The",3001,1985,3
0088814,"Black Cauldron, The",1949,1985,3
0088727,Anne of Green Gables,935,1985,3
0089881,Ran,2352,1985,1
0380761,Tomo yo shizukani nemure,676,1985,2
0090203,"Trip To Bountiful, The",1789,1985,3
0089469,Legend,3986,1985,3
0089092,Enemy Mine,2152,1985,0
0089208,Girls Just Want to Have Fun,752,1985,3
0089893,Red Sonja,418,1985,3
0088944,Commando,2576,1985,1
0088794,Better Off Dead,3320,1985,3
0090319,White Nights,1187,1985,1
0088915,A Chorus Line,3719,1985,3
0089686,A Nightmare on Elm Street 2: Freddy&#39;s Revenge,6018,1985,3
0089424,Kiss of the Spider Woman,6792,1985,2
0089880,Rambo: First Blood Part II,6840,1985,0
0092048,Tampopo,5795,1985,1
0089066,Detective,4480,1985,1
0090305,Weird Science,520,1985,3
0088763,Back to the Future,149,1985,2
0088846,Brazil,880,1985,3
0088885,"Care Bears Movie, The",4123,1985,3
0088993,Day of the Dead,3802,1985,0
0090329,Witness,5632,1985,3
0089822,Police Academy 2: Their First Assignment,576,1985,1
0089371,Mr Vampire (Geung si sin sang),2343,1985,1
0089960,Sans toi ni loi (Vagabond),963,1985,3
0088939,"Color Purple, The",991,1985,3
0087433,Huang tudi (Yellow Earth),1708,1985,0
0089886,Real Genius,1046,1985,1
0088748,Ast&eacute;rix et la Surprise de C&eacute;asar (Asterix vs. Caesar),2531,1985,0
0089155,Fletch,1832,1985,1
0087150,Dim Sum: A Little Bit of Heart,1500,1985,3
0091867,A Room with a View,1561,1985,3
0089175,Fright Night,5943,1985,2
0089206,Night on the Galactic Railroad,7576,1985,0
0091251,Come and See,6165,1985,0
0089885,Re-Animator,5564,1985,0
0089126,Fandango,2302,1985,0
0090056,Spies Like Us,5627,1985,1
0089853,Purple Rose of Cairo,5297,1985,3
0089470,"Legend of Billie Jean, The",5660,1985,3
0089276,"Official Story, The",4945,1985,3
0091578,My Beautiful Laundrette,4949,1985,2
0088930,Clue,1408,1985,3
0090103,"Sure Thing, The",5467,1985,3
0091326,"Karate Kid, Part II, The",6935,1986,1
0091530,"Mission, The",6979,1986,0
0092086,!Three Amigos!,6202,1986,2
0091064,"Fly, The",3002,1986,2
0092005,Stand By Me,898,1986,0
0091203,Highlander,1604,1986,3
0090848,"Clan of the Cave Bear, The",1614,1986,3
0090667,Asterix in Britain (Asterix chez les Bretons),4966,1986,0
0091877,Ruthless People,4614,1986,3
0091949,Short Circuit,2,1986,3
0089297,Hour of the Star,4451,1986,3
0090830,Children of a Lesser God,6954,1986,3
0091474,Manhunter,6298,1986,1
0091083,From Beyond,7056,1986,3
0091777,Police Academy 3: Back in Training,577,1986,1
0091042,Ferris Bueller&#39;s Day Off,211,1986,3
0091721,"Parent Trap II, The",4581,1986,3
0092106,"Transformers: The Movie, The",3850,1986,0
0091369,Labyrinth,253,1986,3
0090660,Armed and Dangerous,2421,1986,1
0090967,Down by Law,3203,1986,1
0090555,Crocodile Dundee,3614,1986,3
0091869,Rosa Luxemburg,6221,1986,3
0091472,"Manhattan Project, The",7472,1986,2
0091794,Project A-ko,3398,1986,3
0091993,SpaceCamp,2658,1986,3
0090756,Blue Velvet,2662,1986,1
0090315,When the Wind Blows,2670,1986,0
0091059,Flight of the Navigator,4576,1986,3
0097050,"Adventures of Milo and Otis, The",3093,1986,1
0090605,Aliens,283,1986,3
0091738,Peggy Sue Got Married,2070,1986,3
0091225,Howard The Duck,4632,1986,3
0090556,"&#39;night, Mother",3155,1986,3
0091341,Kin-Dza-Dza,1397,1986,0
0091790,Pretty in Pink,4315,1986,3
0091499,Maximum Overdrive,4684,1986,2
0090633,An American Tail,2490,1986,3
0092067,Tenk&ucirc; no shiro Rapyuta,484,1986,3
0090655,April Fool&#39;s Day,6972,1986,3
0091605,"Name Of The Rose, The",7333,1986,0
0090805,Il caso Moro,6711,1986,0
0090793,Captain EO,6021,1986,1
0091495,Matador,7480,1986,3
0090952,Peking Opera Blues,6819,1986,3
0092007,Star Trek IV:  The Voyage Home,2648,1986,3
0091541,"Money Pit, The",2314,1986,2
0089118,F/X,4894,1986,1
0090685,Back to School,4591,1986,1
0092099,Top Gun,1703,1986,2
0091419,Little Shop of Horrors,2061,1986,1
0091167,Hannah and Her Sisters,1017,1986,3
0091763,Platoon,3558,1986,0
0090728,Big Trouble in Little China,2150,1986,3
0091306,Jumpin&#39; Jack Flash,1835,1986,3
0091149,"Great Mouse Detective, The",3701,1986,1
0092610,Bad Taste,7049,1987,0
0092593,Au Revoir Les Enfants,6062,1987,1
0094286,Waiting for the Moon,5789,1987,3
0092752,"Chipmunk Adventure, The",3781,1987,3
0093146,Hard Ticket to Hawaii,2365,1987,3
0094074,Superman IV: The Quest for Peace,4297,1987,3
0092890,Dirty Dancing,321,1987,3
0092563,Angel Heart,2471,1987,1
0093177,Hellraiser,3582,1987,3
0093777,Prince of Darkness,3611,1987,3
0093389,"Last Emperor, The",3249,1987,3
0093409,Lethal Weapon,1113,1987,1
0313254,Barbie and the Rockers: Out of This World,3290,1987,3
0092581,Around the World in Eighty Ways,1862,1987,3
0093748,"Planes, Trains &amp; Automobiles",2927,1987,1
0090570,84 Charing Cross Road,1902,1987,3
0094137,3 Men and a Baby,7002,1987,1
0093209,Hope and Glory,7035,1987,3
0092693,El bosque animado,7590,1987,3
0093105,"Good Morning, Vietnam",134,1987,1
0093220,House II: The Second Story,5592,1987,3
0093940,September,1657,1987,3
0093565,Moonstruck,2744,1987,3
0092965,Empire of the Sun,5373,1987,1
0094089,Swimming to Cambodia,5017,1987,0
0093818,Radio Days,2437,1987,1
0093617,Nice Girls Don&#39;t Explode,3602,1987,3
0093822,Raising Arizona,3635,1987,3
0092644,Beverly Hills Cop II,1849,1987,1
0093239,I&#39;ve Heard the Mermaids Singing,2218,1987,3
0092603,Babette&#39;s Feast,815,1987,3
0093191,Wings of Desire,2243,1987,0
0093412,La ley del deseo,7661,1987,3
0092513,Adventures in Babysitting,7507,1987,3
0092796,Creepshow 2,6824,1987,3
0093773,Predator,1928,1987,0
0090738,Black Widow,4535,1987,3
0093144,Hansel and Gretel,5290,1987,3
0093011,Fatal Beauty,2710,1987,2
0092699,Broadcast News,5310,1987,3
0093223,House of Games,2029,1987,3
0092925,Dragnet,4620,1987,3
0092991,Evil Dead II,3916,1987,3
0098675,"Wonderful Wizard of Oz, The",1034,1987,3
0094315,"Whales Of August, The",1792,1987,3
0092605,Baby Boom,2523,1987,3
0093010,Fatal Attraction,4737,1987,3
0093075,"Gate, The",4412,1987,2
0093415,Light of Day,4811,1987,3
0094332,"Witches of Eastwick, The",2250,1987,3
0093693,Overboard,1203,1987,3
0093300,Jaws: The Revenge,6920,1987,3
0093437,"Lost Boys, The",3003,1987,1
0093512,Maurice,2644,1987,2
0093870,RoboCop,547,1987,1
0095305,High Tide,2665,1987,3
0093756,Police Academy 4: Citizens on Patrol,579,1987,1
0093690,Outrageous Fortune,4228,1987,3
0093615,Ngati,3898,1987,3
0093779,"Princess Bride, The",322,1987,2
0093629,A Nightmare on Elm Street 3: Dream Warriors,5767,1987,3
0093058,Full Metal Jacket,720,1987,0
0094012,Spaceballs,1078,1987,3
0095801,Bagdad Cafe,2215,1987,3
0093225,Housekeeping,1181,1987,3
0094336,Withnail &amp; I,1887,1987,1
0095327,Grave of the Fireflies,5867,1988,0
0095742,A Nightmare on Elm Street 4: The Dream Master,6020,1988,3
0095925,Pumpkinhead,7099,1988,3
0096461,Wong gok ka moon,6746,1988,0
0094947,Dangerous Liaisons,1629,1988,3
0189071,Scooby-Doo and the Ghoul School,3448,1988,3
0095690,Mystic Pizza,940,1988,3
0096256,They Live,1293,1988,0
0096487,Young Guns,4578,1988,1
0096001,Rock &#39;n&#39; Roll Mom,4582,1988,3
0094737,Big,5324,1988,1
0095675,Women on the Verge of a Nervous Breakdown,2406,1988,3
0094721,Beetle Juice,647,1988,3
0095889,Poltergeist III,1714,1988,3
0094964,Dead Ringers,4672,1988,2
0094862,Child&#39;s Play,4705,1988,3
0094625,Akira,2244,1988,1
0096465,World Gone Wild,4813,1988,3
0094606,"Accidental Tourist, The",7161,1988,2
0094612,Action Jackson,2663,1988,1
0096176,Sticky Fingers,5258,1988,3
0096061,Scrooged,4986,1988,3
0095270,Hairspray,2462,1988,3
0096446,Willow,739,1988,3
0095489,"Land Before Time, The",2905,1988,3
0093840,Remando al viento [Rowing with the Wind],7423,1988,2
0097493,Heathers,859,1988,3
0096764,"Adventures of Baron Munchausen, The",5595,1988,1
0095145,Feds,2653,1988,3
0095294,Hellbound: Hellraiser II,5261,1988,1
0096320,Twins,572,1988,3
0095882,Police Academy 5: Assignment: Miami Beach,580,1988,1
0096523,L&#39;etudiante,1647,1988,3
0095953,Rain Man,3482,1988,1
0094898,Coming to America,256,1988,3
0094921,Crossing Delancey,4990,1988,3
0096324,Two Moon Junction,4628,1988,3
0094631,Alien Nation,2784,1988,1
0095593,Married to the Mob,3559,1988,3
0096463,Working Girl,1070,1988,3
0094608,"Accused, The",2502,1988,3
0095705,"Naked Gun: From the Files of Police Squad!, The",1824,1988,1
0094668,Appleseed,4374,1988,3
0095497,"Last Temptation of Christ, The",5128,1988,2
0095687,My Stepmother Is an Alien,4774,1988,3
0095444,Killer Klowns from Outer Space,1860,1988,0
0092675,Bloodsport,1158,1988,1
0095583,Maniac Cop,814,1988,3
0330312,Gakk&ocirc; no kaidan G,5179,1988,0
0093171,Hell Comes to Frogtown,4815,1988,3
0095037,"Distant Voices, Still Lives",2960,1988,3
0096163,Spoorloos,5881,1988,1
0096438,Who Framed Roger Rabbit,136,1988,1
0094824,Caddyshack II,5569,1988,3
0096289,Torch Song Trilogy,3075,1988,1
0095016,Die Hard,619,1988,3
0096283,Tonari no Totoro,259,1988,3
0095765,Cinema Paradiso,4998,1988,1
0094663,Another Woman,5383,1988,3
0096037,Satisfaction,2485,1988,3
0094715,Beaches,2493,1988,3
0094739,Big Business,2505,1988,3
0095631,Midnight Run,2903,1988,2
0095159,A Fish Called Wanda,1911,1988,3
0095776,Oliver &amp; Company,1210,1988,2
0097441,Glory,6975,1989,0
0097981,A Nightmare on Elm Street 5: The Dream Child,6024,1989,3
0097444,Godzilla vs. Biollante,7213,1989,3
0097733,Lethal Weapon 2,7222,1989,3
0098554,Uncle Buck,159,1989,3
0097815,Major League,3808,1989,1
0097499,Henry V,2353,1989,3
0097165,Dead Poets Society,2361,1989,1
0097162,Dead Calm,4606,1989,0
0097728,Leningrad Cowboys Go America,4646,1989,0
0096928,Bill &amp; Ted&#39;s Excellent Adventure,2463,1989,2
0098309,She-Devil,2488,1989,3
0098627,Weekend at Bernie&#39;s,1834,1989,1
0096754,"Abyss, The",1478,1989,3
0098382,Star Trek V: The Final Frontier,1201,1989,1
0098519,Troop Beverly Hills,849,1989,3
0097388,Friday the 13th Part VIII: Jason Takes Manhattan,6675,1989,3
0097790,Loverboy,7048,1989,3
0097883,Millennium,7438,1989,3
0096874,Back to the Future Part II,150,1989,3
0097523,"Honey, I Shrunk the Kids",1603,1989,3
0098327,"Seventh Continent, The",3803,1989,3
0097731,Let It Ride,1640,1989,2
0098105,Police Academy 6: City Under Siege,581,1989,1
0097108,"Cook, the Thief, His Wife &amp; Her Lover, The",4597,1989,1
0098258,Say Anything...,4270,1989,2
0096895,Batman,1023,1989,1
0097240,Drugstore Cowboy,3934,1989,2
0096787,All Dogs Go to Heaven,2528,1989,3
0097366,Fletch Lives,1833,1989,1
0098453,Teen Witch,4760,1989,3
0098032,Oranges Are Not The Only Fruit,4397,1989,3
0097428,Ghostbusters II,1540,1989,2
0097937,My Left Foot,7269,1989,3
0097123,Crimes and Misdemeanors,2619,1989,3
0096969,Born on the Fourth of July,5574,1989,3
0098384,Steel Magnolias,924,1989,3
0097858,Meet The Feebles,4175,1989,3
0098536,Turner &amp; Hooch,5277,1989,1
0098300,Shag,4268,1989,3
0096734,"&#39;Burbs, The",2074,1989,1
0098189,Resan till Melonia,336,1989,1
0097336,Fat Man and Little Boy,734,1989,1
0098319,Shirley Valentine,1103,1989,3
0084548,Przesluchanie,1463,1989,3
0098546,UHF,4036,1989,1
0103959,Chopper Chicks in Zombietown,5534,1989,3
0097216,Do the Right Thing,6594,1989,2
0097239,Driving Miss Daisy,7255,1989,3
0097351,Field of Dreams,7268,1989,2
0098206,Road House,511,1989,1
0098635,When Harry Met Sally,181,1989,3
0097940,Mystery Train,591,1989,1
0097235,"Dream Team, The",4579,1989,0
0098724,"Sex, Lies, and Videotape",2065,1989,2
0097757,"Little Mermaid, The",666,1989,3
0097737,Leviathan,3932,1989,3
0097576,Indiana Jones and the Last Crusade,1049,1989,0
0097814,Majo no takky&ucirc;bin (Kiki&#39;s Delivery Service),700,1989,3
0097742,Licence to Kill,4364,1989,2
0097423,"Get Smart, Again!",1847,1989,3
0100934,Wild Orchid,1499,1989,3
0100519,Rosencrantz &amp; Guildenstern Are Dead,7659,1990,1
0142245,Dragon Ball Z: Bardock - The Father of Goku,7426,1990,0
0100404,Presumed Innocent,5777,1990,1
0099088,Back to the Future Part III,151,1990,1
0099165,"Bonfire of the Vanities, The",2313,1990,2
0100911,"Welcome Home, Roxy Carmichael",5614,1990,3
0100758,Teenage Mutant Ninja Turtles,5284,1990,2
0099819,I love you to death,4574,1990,3
0100530,"Russia House, The",3524,1990,0
0099487,Edward Scissorhands,2442,1990,3
0100234,Close-Up,3561,1990,1
0100046,"Long Walk Home, The",4034,1990,3
0099864,It,454,1990,1
0100935,Wild at Heart,2577,1990,2
0099818,I Hired a Contract Killer,4080,1990,0
0099423,Die Hard 2,2963,1990,3
0142233,Dragon Ball Z: The Movie - The Tree of Might,5908,1990,1
0099012,Alice,6081,1990,3
0100924,Where the Heart Is,5776,1990,3
0099348,Dances with Wolves,7626,1990,1
0100054,Lord of the Flies,5556,1990,0
0100263,Nikita,869,1990,3
0100691,Stella,5581,1990,2
0099040,An Angel at My Table,2296,1990,3
0100395,Postcards from the Edge,533,1990,3
0099731,"Handmaid&#39;s Tale, The",926,1990,3
0099776,Europa Europa,5347,1990,2
0099653,Ghost,1130,1990,3
0100024,Life Is Sweet,796,1990,3
0099685,Goodfellas,2211,1990,3
0099005,Air America,4807,1990,0
0100802,Total Recall,118,1990,1
0099321,Criminal Justice,6289,1990,3
0100557,"Nasty Girl (Das schreckliche M&auml;dchen), The",6656,1990,3
0099938,Kindergarten Cop,6542,1990,3
0099810,"Hunt for Red October, The",3000,1990,1
0100502,RoboCop 2,5237,1990,1
0196378,Bimbos B.C.,2379,1990,3
0099871,Jacob&#39;s Ladder,5688,1990,1
0100332,Paris is Burning,1441,1990,3
0100405,Pretty Woman,2156,1990,3
0099733,Happily Ever After,3247,1990,3
0100150,Miller&#39;s Crossing,4750,1990,0
0099582,Flatliners,2942,1990,3
0099365,Darkman,2242,1990,0
